,TOTUSJH,TOTUSJZ,SAVNCPP,USFLUX,ABSNJZH,TOTPOT,SIZE_ACR,NACR,MEANPOT,SIZE,MEANJZH,SHRGT45,MEANSHR,MEANJZD,MEANALP,MEANGBT,MEANGAM,MEANGBZ,MEANGBH,R_VALUE,T_REC,DATE
hmi.sharp_cea_720s[377][2011.02.14_03:48:00_TAI],2926.603,50103140000000.0,18359180000000.0,2.288053e+22,866.695,7.425038e+23,1877.087646,21898,15739.42,9270.231445,0.02439883,57.108,51.096,0.05083287,0.04718446,102.644,60.311,112.277,75.705,4.834,2011.02.14_03:48:00_TAI,15019.158333333333
hmi.sharp_cea_720s[377][2011.02.14_04:00:00_TAI],2902.517,49337950000000.0,19056270000000.0,2.286847e+22,872.58,7.450383e+23,1886.735718,22010,15650.84,9275.521484,0.02434518,57.33,51.283,0.0799785,0.04761607,100.875,60.497,110.633,74.292,4.848,2011.02.14_04:00:00_TAI,15019.166666666666
hmi.sharp_cea_720s[377][2011.02.14_04:12:00_TAI],2891.087,49572400000000.0,17221880000000.0,2.294258e+22,860.058,7.475959e+23,1891.667847,22067,15552.27,9291.520508,0.02376244,57.33,51.385,0.0741467,0.04702296,100.881,60.522,110.464,74.487,4.838,2011.02.14_04:12:00_TAI,15019.175
hmi.sharp_cea_720s[377][2011.02.14_04:24:00_TAI],2869.275,49210820000000.0,17629240000000.0,2.297882e+22,867.401,7.54478e+23,1897.113037,22130,15570.69,9299.111328,0.02377419,57.984,51.531,0.10392554,0.04750559,100.11,60.685,109.7,73.89,4.837,2011.02.14_04:24:00_TAI,15019.183333333332
hmi.sharp_cea_720s[377][2011.02.14_04:36:00_TAI],2871.891,49585670000000.0,18192210000000.0,2.307026e+22,848.229,7.57381e+23,1916.694214,22358,15584.04,9319.773438,0.02318136,57.877,51.529,0.0534821,0.04644869,100.461,60.597,110.038,74.337,4.875,2011.02.14_04:36:00_TAI,15019.191666666668
hmi.sharp_cea_720s[377][2011.02.14_04:48:00_TAI],2894.165,50519460000000.0,17569200000000.0,2.309591e+22,841.441,7.616607e+23,1930.880981,22523,15604.3,9332.833984,0.02289449,57.703,51.447,0.07894114,0.04630604,100.378,60.516,110.0,74.245,4.893,2011.02.14_04:48:00_TAI,15019.2
hmi.sharp_cea_720s[377][2011.02.14_05:00:00_TAI],2880.895,50318850000000.0,18649140000000.0,2.313107e+22,848.635,7.615854e+23,1936.921997,22593,15551.15,9352.65918,0.02301446,57.08,51.264,0.10347135,0.04686672,100.932,60.398,109.968,74.746,4.919,2011.02.14_05:00:00_TAI,15019.208333333334
hmi.sharp_cea_720s[377][2011.02.14_05:12:00_TAI],2878.238,49751840000000.0,17486820000000.0,2.310595e+22,828.532,7.615358e+23,1949.905396,22744,15556.03,9402.995117,0.02247902,57.582,51.289,0.11804543,0.0459578,99.903,60.376,109.337,73.917,4.968,2011.02.14_05:12:00_TAI,15019.216666666667
hmi.sharp_cea_720s[377][2011.02.14_05:24:00_TAI],2858.902,49966090000000.0,17156630000000.0,2.31322e+22,818.45,7.623972e+23,1956.285767,22818,15359.87,9430.946289,0.02189833,57.868,51.407,0.09070126,0.04572924,98.992,60.477,108.353,73.307,4.967,2011.02.14_05:24:00_TAI,15019.225
hmi.sharp_cea_720s[377][2011.02.14_05:36:00_TAI],2869.318,50085250000000.0,17585220000000.0,2.309614e+22,828.208,7.659856e+23,1956.241577,22817,15298.72,9456.525391,0.02196839,57.882,51.53,0.10454157,0.04661379,97.48,60.576,106.964,72.424,4.85,2011.02.14_05:36:00_TAI,15019.233333333334
hmi.sharp_cea_720s[377][2011.02.14_05:48:00_TAI],2896.177,50921820000000.0,16924260000000.0,2.32251e+22,812.304,7.690264e+23,1964.760986,22916,15244.22,9471.852539,0.02138429,57.787,51.445,0.14531133,0.04567674,97.381,60.466,107.06,72.245,4.875,2011.02.14_05:48:00_TAI,15019.241666666667
hmi.sharp_cea_720s[377][2011.02.14_06:00:00_TAI],2870.088,50941510000000.0,15620840000000.0,2.327371e+22,808.523,7.702031e+23,1968.212036,22956,15152.66,9482.501953,0.0211257,57.982,51.61,0.12543038,0.04554758,97.045,60.511,106.467,71.692,4.858,2011.02.14_06:00:00_TAI,15019.25
hmi.sharp_cea_720s[377][2011.02.14_06:12:00_TAI],2887.605,50375820000000.0,16351600000000.0,2.326835e+22,809.797,7.699603e+23,1964.90271,22917,15145.11,9503.588867,0.02115456,58.175,51.664,0.08559944,0.04569608,96.54,60.453,106.105,71.228,4.89,2011.02.14_06:12:00_TAI,15019.258333333333
hmi.sharp_cea_720s[377][2011.02.14_06:24:00_TAI],2875.9,49654300000000.0,16990060000000.0,2.33463e+22,819.731,7.712179e+23,1973.501099,23017,15140.19,9517.510742,0.0213722,57.644,51.521,0.08573351,0.04587888,96.246,60.492,106.224,70.536,4.865,2011.02.14_06:24:00_TAI,15019.266666666666
hmi.sharp_cea_720s[377][2011.02.14_06:36:00_TAI],2897.981,50546920000000.0,15291910000000.0,2.344475e+22,799.238,7.763276e+23,1973.600708,23018,15176.8,9541.070312,0.02075028,57.536,51.718,0.11950007,0.0442679,96.51,60.563,106.553,70.719,4.875,2011.02.14_06:36:00_TAI,15019.275
hmi.sharp_cea_720s[377][2011.02.14_06:48:00_TAI],2935.139,51144960000000.0,15112420000000.0,2.355427e+22,793.952,7.745333e+23,1988.726196,23194,15197.75,9547.668945,0.02068985,57.342,51.693,0.09851576,0.04346637,97.379,60.406,107.772,71.707,4.839,2011.02.14_06:48:00_TAI,15019.283333333333
hmi.sharp_cea_720s[377][2011.02.14_07:00:00_TAI],2953.884,50855780000000.0,16664480000000.0,2.36791e+22,812.978,7.817671e+23,1999.375,23318,15344.89,9569.613281,0.02119337,57.369,51.676,0.12790902,0.04414169,97.845,60.226,108.48,71.616,4.819,2011.02.14_07:00:00_TAI,15019.291666666666
hmi.sharp_cea_720s[377][2011.02.14_07:12:00_TAI],2976.741,51043270000000.0,14934320000000.0,2.373071e+22,789.51,7.875733e+23,2003.075928,23361,15433.91,9601.577148,0.0205473,57.894,51.821,0.08459521,0.0425515,97.495,60.34,108.572,71.685,4.813,2011.02.14_07:12:00_TAI,15019.3
hmi.sharp_cea_720s[377][2011.02.14_07:24:00_TAI],3007.079,51550460000000.0,15306900000000.0,2.380173e+22,797.362,7.894211e+23,2003.515869,23366,15480.19,9611.491211,0.02076519,57.337,51.531,0.12962021,0.04271375,98.347,60.191,109.523,71.857,4.802,2011.02.14_07:24:00_TAI,15019.308333333332
hmi.sharp_cea_720s[377][2011.02.14_07:36:00_TAI],3016.049,51608770000000.0,16334260000000.0,2.379292e+22,795.909,7.889452e+23,2007.897339,23417,15505.99,9623.193359,0.02077494,57.739,51.598,0.13039555,0.04253076,98.059,60.153,109.456,71.363,4.82,2011.02.14_07:36:00_TAI,15019.316666666668
hmi.sharp_cea_720s[377][2011.02.14_07:48:00_TAI],2997.037,50719400000000.0,15414820000000.0,2.374032e+22,780.295,7.829877e+23,2012.704712,23473,15637.89,9640.369141,0.02069748,57.045,51.401,0.18750891,0.04159087,98.571,60.002,110.457,71.408,4.828,2011.02.14_07:48:00_TAI,15019.325
hmi.sharp_cea_720s[377][2011.02.14_08:00:00_TAI],2995.342,50858340000000.0,16983380000000.0,2.359097e+22,761.332,7.809921e+23,2010.657715,23449,15852.41,9654.569336,0.02052496,57.158,51.343,0.14129727,0.04067888,99.137,59.937,110.804,71.892,4.828,2011.02.14_08:00:00_TAI,15019.333333333334
hmi.sharp_cea_720s[377][2011.02.14_08:12:00_TAI],3004.622,51123230000000.0,16067000000000.0,2.355961e+22,733.777,7.799045e+23,2010.057617,23442,15930.39,9663.05957,0.01990551,57.3,51.305,0.14814897,0.03921158,99.473,59.951,110.803,72.578,4.832,2011.02.14_08:12:00_TAI,15019.341666666667
hmi.sharp_cea_720s[377][2011.02.14_08:24:00_TAI],3027.125,51273360000000.0,15903640000000.0,2.363068e+22,736.714,7.837315e+23,1997.964844,23301,16032.05,9675.136719,0.02001451,57.438,51.209,0.1518297,0.03929068,99.616,59.856,110.833,72.657,4.84,2011.02.14_08:24:00_TAI,15019.35
hmi.sharp_cea_720s[377][2011.02.14_08:36:00_TAI],2994.686,50706950000000.0,18073410000000.0,2.353453e+22,745.636,7.810787e+23,2005.170044,23385,16007.35,9688.182617,0.02029439,57.572,51.204,0.14909685,0.03987961,99.181,60.087,110.354,72.332,4.856,2011.02.14_08:36:00_TAI,15019.358333333334
hmi.sharp_cea_720s[377][2011.02.14_08:48:00_TAI],3012.597,51157890000000.0,18327440000000.0,2.359965e+22,745.175,7.769616e+23,2017.595093,23530,15907.82,9694.916992,0.02026198,57.066,51.039,0.03651055,0.03979944,99.728,59.95,110.215,72.67,4.817,2011.02.14_08:48:00_TAI,15019.366666666667
hmi.sharp_cea_720s[377][2011.02.14_09:00:00_TAI],2998.137,50725130000000.0,17998740000000.0,2.361815e+22,750.03,7.747093e+23,2012.09668,23466,15835.44,9718.959961,0.02036078,57.08,51.131,0.07001746,0.04001077,99.575,60.026,109.36,72.475,4.791,2011.02.14_09:00:00_TAI,15019.375
hmi.sharp_cea_720s[377][2011.02.14_09:12:00_TAI],2950.953,50390980000000.0,17287340000000.0,2.361137e+22,730.125,7.767901e+23,2016.88501,23522,15812.3,9742.475586,0.01973897,57.53,51.523,-0.01252477,0.03897131,99.563,60.181,108.73,72.545,4.802,2011.02.14_09:12:00_TAI,15019.383333333333
hmi.sharp_cea_720s[377][2011.02.14_09:24:00_TAI],2951.931,49965820000000.0,16573080000000.0,2.363509e+22,741.922,7.746507e+23,2019.62085,23554,15784.97,9750.068359,0.02007853,57.573,51.422,0.02189386,0.03965196,99.921,60.026,108.651,72.638,4.767,2011.02.14_09:24:00_TAI,15019.391666666666
hmi.sharp_cea_720s[377][2011.02.14_09:36:00_TAI],2948.051,50341890000000.0,14755150000000.0,2.364406e+22,708.421,7.789792e+23,2026.976196,23640,15778.38,9756.837891,0.0190574,57.67,51.633,0.02266942,0.03804627,99.799,60.169,108.064,72.974,4.757,2011.02.14_09:36:00_TAI,15019.4
hmi.sharp_cea_720s[377][2011.02.14_09:48:00_TAI],2933.128,50646210000000.0,14860870000000.0,2.361801e+22,693.79,7.772173e+23,2016.92334,23523,15586.72,9770.884766,0.01847792,58.263,51.822,0.04240733,0.03741807,98.66,60.368,106.27,72.563,4.733,2011.02.14_09:48:00_TAI,15019.408333333333
hmi.sharp_cea_720s[377][2011.02.14_10:00:00_TAI],2881.773,49627140000000.0,18925730000000.0,2.354865e+22,734.767,7.702651e+23,2011.592041,23461,15409.54,9783.5,0.01952299,58.025,51.646,0.03341774,0.0399414,97.742,60.309,105.125,71.773,4.725,2011.02.14_10:00:00_TAI,15019.416666666666
hmi.sharp_cea_720s[377][2011.02.14_10:12:00_TAI],2868.27,49440790000000.0,18456230000000.0,2.347431e+22,730.571,7.718523e+23,2002.22876,23352,15343.45,9787.1875,0.019288,58.444,51.886,0.01872103,0.04011968,96.971,60.482,104.073,71.57,4.761,2011.02.14_10:12:00_TAI,15019.425
hmi.sharp_cea_720s[377][2011.02.14_10:24:00_TAI],2887.009,49985370000000.0,19644650000000.0,2.343488e+22,755.253,7.779855e+23,2012.318481,23470,15465.38,9798.370117,0.01993962,58.954,52.013,0.06274391,0.0418008,96.918,60.564,103.812,72.21,4.765,2011.02.14_10:24:00_TAI,15019.433333333332
hmi.sharp_cea_720s[377][2011.02.14_10:36:00_TAI],2883.935,50231910000000.0,13504520000000.0,2.336e+22,663.977,7.848375e+23,2010.059448,23444,15533.92,9816.144531,0.0174538,58.937,52.285,0.10824886,0.03715985,96.086,60.707,103.219,71.667,4.793,2011.02.14_10:36:00_TAI,15019.441666666668
hmi.sharp_cea_720s[377][2011.02.14_10:48:00_TAI],2884.386,50239100000000.0,13077960000000.0,2.332788e+22,650.998,7.856349e+23,2010.550049,23450,15523.59,9823.573242,0.01708388,58.849,52.153,0.05710551,0.03669374,96.063,60.699,103.421,71.457,4.8,2011.02.14_10:48:00_TAI,15019.45
hmi.sharp_cea_720s[377][2011.02.14_11:00:00_TAI],2862.417,50037040000000.0,17383140000000.0,2.33852e+22,689.866,7.892451e+23,2012.651855,23475,15442.56,9831.0,0.01792651,59.29,52.383,0.00485339,0.03897167,95.08,60.831,102.714,70.787,4.868,2011.02.14_11:00:00_TAI,15019.458333333334
hmi.sharp_cea_720s[377][2011.02.14_11:12:00_TAI],2878.719,50601140000000.0,13186920000000.0,2.326717e+22,647.521,7.890155e+23,2007.223022,23412,15515.07,9833.523438,0.0169101,59.288,52.371,0.06902023,0.0367575,94.649,60.948,102.587,70.784,4.836,2011.02.14_11:12:00_TAI,15019.466666666667
hmi.sharp_cea_720s[377][2011.02.14_11:24:00_TAI],2890.642,51112230000000.0,14464470000000.0,2.33616e+22,654.27,7.882149e+23,2010.623291,23452,15370.08,9848.813477,0.01694516,58.734,52.261,0.06321073,0.03706818,94.445,60.915,102.296,70.354,4.809,2011.02.14_11:24:00_TAI,15019.475
hmi.sharp_cea_720s[377][2011.02.14_11:36:00_TAI],2879.18,51311840000000.0,12413940000000.0,2.338937e+22,648.219,7.883018e+23,2010.662354,23453,15301.24,9852.957031,0.01671056,59.199,52.397,0.02999729,0.03676407,94.242,60.925,102.123,70.198,4.807,2011.02.14_11:36:00_TAI,15019.483333333334
hmi.sharp_cea_720s[377][2011.02.14_11:48:00_TAI],2895.775,51398160000000.0,13569270000000.0,2.34948e+22,664.062,7.876505e+23,2028.282593,23659,15083.69,9873.764648,0.0168891,59.214,52.441,0.03227871,0.0375187,93.813,60.967,102.048,69.465,4.821,2011.02.14_11:48:00_TAI,15019.491666666667
hmi.sharp_cea_720s[377][2011.02.14_12:00:00_TAI],2929.452,52255840000000.0,13125170000000.0,2.353917e+22,679.84,7.901047e+23,2021.390503,23579,15143.4,9888.516602,0.01730533,59.088,52.43,0.06529003,0.03835565,94.773,60.869,102.542,70.257,4.853,2011.02.14_12:00:00_TAI,15019.5
hmi.sharp_cea_720s[377][2011.02.14_12:12:00_TAI],2917.97,52154360000000.0,12075910000000.0,2.367454e+22,661.023,7.937127e+23,2027.005737,23645,15086.59,9887.878906,0.01668659,59.21,52.576,0.01681541,0.03699426,94.316,60.901,102.235,69.896,4.889,2011.02.14_12:12:00_TAI,15019.508333333333
hmi.sharp_cea_720s[377][2011.02.14_12:24:00_TAI],2905.683,52338950000000.0,12836160000000.0,2.372337e+22,651.294,7.936906e+23,2039.485596,23791,15048.57,9895.503906,0.01640043,59.269,52.599,-0.01340838,0.03628548,94.468,60.888,102.182,70.055,4.889,2011.02.14_12:24:00_TAI,15019.516666666666
hmi.sharp_cea_720s[377][2011.02.14_12:36:00_TAI],2906.694,52312510000000.0,14584470000000.0,2.378184e+22,646.086,7.966818e+23,2047.41272,23884,15075.29,9891.856445,0.01623739,59.259,52.529,0.00534338,0.03585576,94.307,60.862,102.2,69.824,4.871,2011.02.14_12:36:00_TAI,15019.525
hmi.sharp_cea_720s[377][2011.02.14_12:48:00_TAI],2900.679,51980370000000.0,12322630000000.0,2.383731e+22,643.169,8.001495e+23,2058.159424,24010,15180.59,9892.022461,0.01620604,58.958,52.393,0.03731995,0.03559529,94.578,60.711,102.482,70.086,4.877,2011.02.14_12:48:00_TAI,15019.533333333333
hmi.sharp_cea_720s[377][2011.02.14_13:00:00_TAI],2920.856,52065650000000.0,13727600000000.0,2.388266e+22,622.683,8.031819e+23,2061.300293,24047,15264.26,9903.875977,0.01571599,58.959,52.378,0.02213718,0.03439478,94.435,60.612,102.492,69.845,4.897,2011.02.14_13:00:00_TAI,15019.541666666666
hmi.sharp_cea_720s[377][2011.02.14_13:12:00_TAI],2937.284,51760950000000.0,11384220000000.0,2.390304e+22,583.28,8.070784e+23,2059.967041,24032,15436.11,9909.991211,0.01481572,59.032,52.225,0.03018943,0.032044,94.228,60.587,102.584,69.571,4.89,2011.02.14_13:12:00_TAI,15019.55
hmi.sharp_cea_720s[377][2011.02.14_13:24:00_TAI],2925.083,51564530000000.0,11514100000000.0,2.397589e+22,585.151,8.057148e+23,2063.425293,24073,15386.58,9916.321289,0.01484062,59.003,52.153,0.07112596,0.0318882,94.628,60.495,103.046,69.541,4.893,2011.02.14_13:24:00_TAI,15019.558333333332
hmi.sharp_cea_720s[377][2011.02.14_13:36:00_TAI],2953.304,51646180000000.0,10453290000000.0,2.399812e+22,562.446,8.050692e+23,2064.156738,24082,15401.2,9919.644531,0.01429052,58.621,52.12,0.09504303,0.03052756,94.826,60.419,103.068,69.486,4.864,2011.02.14_13:36:00_TAI,15019.566666666668
hmi.sharp_cea_720s[377][2011.02.14_13:48:00_TAI],2964.236,51742440000000.0,12223600000000.0,2.412487e+22,570.663,8.102666e+23,2072.345215,24178,15325.8,9941.136719,0.01433576,58.777,52.071,0.0919342,0.03089616,94.124,60.509,101.966,68.88,4.834,2011.02.14_13:48:00_TAI,15019.575
hmi.sharp_cea_720s[377][2011.02.14_14:00:00_TAI],2940.413,51564980000000.0,9554389000000.0,2.416427e+22,558.116,8.171862e+23,2079.745361,24265,15371.74,9943.523438,0.0139435,59.408,52.303,0.05428162,0.03022219,93.429,60.629,101.466,68.471,4.829,2011.02.14_14:00:00_TAI,15019.583333333334
hmi.sharp_cea_720s[377][2011.02.14_14:12:00_TAI],2955.328,52344470000000.0,9298086000000.0,2.424452e+22,545.611,8.238533e+23,2075.163086,24212,15327.15,9947.103516,0.01348052,59.122,52.303,0.0822743,0.02963632,92.806,60.631,100.993,68.213,4.871,2011.02.14_14:12:00_TAI,15019.591666666667
hmi.sharp_cea_720s[377][2011.02.14_14:24:00_TAI],2965.819,52254720000000.0,7276297000000.0,2.420753e+22,504.746,8.238741e+23,2087.542725,24357,15435.08,9966.330078,0.01255869,59.343,52.267,0.06621949,0.02753407,92.935,60.493,101.412,68.346,4.863,2011.02.14_14:24:00_TAI,15019.6
hmi.sharp_cea_720s[377][2011.02.14_14:36:00_TAI],2952.257,52069620000000.0,6197249000000.0,2.427978e+22,482.89,8.241484e+23,2086.209961,24342,15357.3,9976.388672,0.01195123,59.398,52.4,0.04855663,0.02636215,92.402,60.438,101.184,67.993,4.817,2011.02.14_14:36:00_TAI,15019.608333333334
hmi.sharp_cea_720s[377][2011.02.14_14:48:00_TAI],2933.721,51639990000000.0,6880336000000.0,2.422969e+22,465.459,8.22812e+23,2092.770508,24419,15399.85,9980.918945,0.01156966,59.49,52.453,0.03716008,0.02552855,92.408,60.468,100.932,68.2,4.814,2011.02.14_14:48:00_TAI,15019.616666666667
hmi.sharp_cea_720s[377][2011.02.14_15:00:00_TAI],2930.077,52448100000000.0,6440329000000.0,2.429176e+22,469.146,8.278777e+23,2099.666504,24500,15431.37,10004.182617,0.01161396,59.801,52.712,0.0562249,0.02581404,92.252,60.425,100.798,68.187,4.877,2011.02.14_15:00:00_TAI,15019.625
hmi.sharp_cea_720s[377][2011.02.14_15:12:00_TAI],2904.9,51884320000000.0,5785850000000.0,2.42304e+22,481.625,8.286721e+23,2124.465576,24790,15541.97,10018.49707,0.01199654,60.145,52.732,0.06507993,0.02663693,92.027,60.443,100.931,67.937,4.895,2011.02.14_15:12:00_TAI,15019.633333333333
hmi.sharp_cea_720s[377][2011.02.14_15:24:00_TAI],2907.389,52354570000000.0,7198751000000.0,2.438431e+22,486.28,8.285264e+23,2132.313721,24882,15439.64,10024.583008,0.01203484,59.98,52.641,0.01138662,0.02679827,92.313,60.378,101.011,68.137,4.876,2011.02.14_15:24:00_TAI,15019.641666666666
hmi.sharp_cea_720s[377][2011.02.14_15:36:00_TAI],2897.805,51924310000000.0,5792084000000.0,2.434117e+22,492.847,8.244333e+23,2128.851074,24842,15409.51,10035.388672,0.01223401,59.961,52.503,0.08740956,0.02720674,92.086,60.416,100.626,67.895,4.892,2011.02.14_15:36:00_TAI,15019.65
hmi.sharp_cea_720s[377][2011.02.14_15:48:00_TAI],2896.163,52345810000000.0,6562785000000.0,2.443735e+22,526.544,8.25651e+23,2131.45752,24873,15399.4,10039.522461,0.01304328,59.863,52.485,0.05024768,0.02901025,92.657,60.356,100.935,68.047,4.874,2011.02.14_15:48:00_TAI,15019.658333333333
hmi.sharp_cea_720s[377][2011.02.14_16:00:00_TAI],2907.573,52752690000000.0,8189607000000.0,2.447858e+22,550.47,8.296052e+23,2140.843262,24983,15496.56,10049.615234,0.01365591,60.346,52.534,0.0495262,0.03020155,92.835,60.472,101.02,68.55,4.876,2011.02.14_16:00:00_TAI,15019.666666666666
hmi.sharp_cea_720s[377][2011.02.14_16:12:00_TAI],2911.8,52773540000000.0,7514849000000.0,2.452905e+22,550.309,8.332515e+23,2146.640137,25051,15691.57,10067.125977,0.01376357,60.275,52.383,0.00583956,0.02998845,93.547,60.383,102.002,69.191,4.885,2011.02.14_16:12:00_TAI,15019.675
hmi.sharp_cea_720s[377][2011.02.14_16:24:00_TAI],2930.01,52948340000000.0,7221437000000.0,2.466033e+22,552.512,8.363441e+23,2159.970703,25207,15720.72,10081.43457,0.01379245,60.059,52.211,0.05940686,0.02985303,93.373,60.367,102.434,68.846,4.898,2011.02.14_16:24:00_TAI,15019.683333333332
hmi.sharp_cea_720s[377][2011.02.14_16:36:00_TAI],2930.981,53149720000000.0,6901119000000.0,2.476676e+22,546.395,8.352137e+23,2167.553223,25296,15700.26,10093.826172,0.01364043,60.017,52.253,0.05029928,0.02922506,93.705,60.387,102.829,69.276,4.887,2011.02.14_16:36:00_TAI,15019.691666666668
hmi.sharp_cea_720s[377][2011.02.14_16:48:00_TAI],2919.098,52870530000000.0,8808011000000.0,2.491853e+22,586.018,8.337975e+23,2157.503174,25179,15643.56,10105.536133,0.01460299,60.079,52.24,0.06647571,0.03100006,94.151,60.325,103.483,69.06,4.88,2011.02.14_16:48:00_TAI,15019.7
hmi.sharp_cea_720s[377][2011.02.14_17:00:00_TAI],2930.881,52780270000000.0,6621401000000.0,2.497499e+22,556.765,8.358336e+23,2147.267334,25060,15830.86,10110.835938,0.0140049,60.32,52.28,0.00716622,0.02916279,94.857,60.341,103.984,70.013,4.914,2011.02.14_17:00:00_TAI,15019.708333333334
hmi.sharp_cea_720s[377][2011.02.14_17:12:00_TAI],2986.102,53751740000000.0,6090914000000.0,2.518894e+22,571.515,8.360319e+23,2141.249512,24990,15687.83,10113.484375,0.0142423,60.454,52.323,0.03405544,0.02952141,95.142,60.367,104.488,69.828,4.893,2011.02.14_17:12:00_TAI,15019.716666666667
hmi.sharp_cea_720s[377][2011.02.14_17:24:00_TAI],2973.919,53521310000000.0,6409876000000.0,2.51616e+22,551.892,8.353204e+23,2136.510986,24935,15810.41,10124.415039,0.01387292,60.192,52.242,0.08795874,0.02835259,95.659,60.336,105.047,70.077,4.884,2011.02.14_17:24:00_TAI,15019.725
hmi.sharp_cea_720s[377][2011.02.14_17:36:00_TAI],3021.563,54151360000000.0,6600976000000.0,2.522909e+22,544.081,8.419255e+23,2135.202393,24920,15953.87,10135.699219,0.01369205,60.183,52.278,0.05011697,0.02778717,96.087,60.263,105.459,70.407,4.934,2011.02.14_17:36:00_TAI,15019.733333333334
hmi.sharp_cea_720s[377][2011.02.14_17:48:00_TAI],3029.993,53955760000000.0,5392752000000.0,2.538369e+22,530.645,8.446601e+23,2129.526611,24854,16067.96,10136.114258,0.01340656,59.937,52.142,0.06592488,0.02682618,96.665,60.095,106.595,70.405,4.968,2011.02.14_17:48:00_TAI,15019.741666666667
hmi.sharp_cea_720s[377][2011.02.14_18:00:00_TAI],3046.935,53679400000000.0,4563250000000.0,2.541844e+22,538.151,8.437224e+23,2132.421387,24888,16116.49,10148.623047,0.01365243,59.46,52.03,0.10609347,0.02708878,96.523,59.962,107.219,70.077,4.952,2011.02.14_18:00:00_TAI,15019.75
hmi.sharp_cea_720s[377][2011.02.14_18:12:00_TAI],3059.052,53946430000000.0,5387024000000.0,2.545605e+22,546.001,8.42197e+23,2134.291016,24910,16149.21,10141.695312,0.01390482,59.245,51.967,0.12408869,0.0273876,96.589,59.877,107.565,69.806,4.918,2011.02.14_18:12:00_TAI,15019.758333333333
hmi.sharp_cea_720s[377][2011.02.14_18:24:00_TAI],3079.955,54686340000000.0,8438005000000.0,2.55295e+22,574.168,8.430473e+23,2143.188965,25014,16192.73,10142.405273,0.01464677,58.901,51.816,0.16584018,0.02863459,97.593,59.815,108.305,70.461,4.905,2011.02.14_18:24:00_TAI,15019.766666666666
